|      t |        U |        B |        V |        R |
| 3.2938 | -16.9427 | -16.7402 | -16.4636 | -16.1638 |
| 3.3087 | -16.9495 | -16.7473 | -16.4711 | -16.1706 |
| 3.3237 | -16.9563 | -16.7545 | -16.4787 | -16.1775 |
| 3.3387 | -16.9632 | -16.7618 | -16.4865 | -16.1846 |
| 3.3538 | -16.9701 | -16.7691 | -16.4943 | -16.1917 |
|  3.369 | -16.9772 | -16.7766 | -16.5023 |  -16.199 |
| 3.3843 | -16.9842 | -16.7839 | -16.5101 | -16.2062 |
| 3.3996 | -16.9908 |  -16.791 | -16.5176 | -16.2131 |
|  3.415 | -16.9976 | -16.7981 | -16.5252 | -16.2199 |
| 3.4304 | -17.0047 | -16.8056 | -16.5332 | -16.2272 |
| 3.4459 | -17.0119 | -16.8132 | -16.5414 | -16.2346 |
| 3.4615 |  -17.019 | -16.8206 | -16.5494 | -16.2421 |
| 3.4772 | -17.0254 | -16.8274 | -16.5566 | -16.2488 |
| 3.4929 | -17.0317 | -16.8342 | -16.5636 | -16.2552 |
| 3.5087 | -17.0385 | -16.8414 | -16.5715 | -16.2621 |
| 3.5246 | -17.0457 |  -16.849 | -16.5797 | -16.2695 |
| 3.5405 | -17.0526 | -16.8563 | -16.5876 | -16.2768 |
| 3.5566 | -17.0588 |  -16.863 | -16.5946 | -16.2834 |
| 3.5727 | -17.0649 | -16.8695 | -16.6014 | -16.2897 |
| 3.5888 | -17.0715 | -16.8765 |  -16.609 | -16.2964 |
| 3.6051 | -17.0782 | -16.8836 | -16.6167 | -16.3032 |
| 3.6214 | -17.0849 | -16.8908 | -16.6243 | -16.3102 |
| 3.6377 | -17.0916 |  -16.898 |  -16.632 | -16.3172 |
| 3.6542 | -17.0985 | -16.9053 | -16.6401 | -16.3245 |
| 3.6707 |  -17.105 | -16.9123 | -16.6476 | -16.3314 |
| 3.6874 | -17.1113 | -16.9191 | -16.6548 |  -16.338 |
|  3.704 | -17.1177 |  -16.926 | -16.6621 | -16.3447 |
| 3.7208 | -17.1243 | -16.9331 | -16.6697 | -16.3516 |
| 3.7376 | -17.1312 | -16.9404 | -16.6777 | -16.3588 |
| 3.7545 | -17.1378 | -16.9475 | -16.6854 | -16.3658 |
| 3.7715 | -17.1443 | -16.9545 | -16.6929 | -16.3727 |
| 3.7886 | -17.1508 | -16.9616 | -16.7004 | -16.3796 |
| 3.8057 | -17.1575 | -16.9688 | -16.7082 | -16.3866 |
|  3.823 | -17.1641 |  -16.976 |  -16.716 | -16.3937 |
| 3.8403 | -17.1709 | -16.9832 | -16.7239 | -16.4011 |
| 3.8576 | -17.1773 | -16.9901 | -16.7313 | -16.4079 |
| 3.8751 | -17.1835 | -16.9969 | -16.7385 | -16.4145 |
| 3.8926 | -17.1898 | -17.0038 | -16.7459 | -16.4212 |
| 3.9102 | -17.1964 | -17.0109 | -16.7537 | -16.4282 |
| 3.9279 | -17.2031 | -17.0181 | -16.7616 | -16.4354 |
| 3.9457 | -17.2094 |  -17.025 |  -16.769 | -16.4422 |
| 3.9635 | -17.2157 | -17.0318 | -16.7764 |  -16.449 |
| 3.9815 | -17.2221 | -17.0388 | -16.7839 | -16.4559 |
| 3.9995 | -17.2287 |  -17.046 | -16.7916 | -16.4629 |
| 4.0176 | -17.2353 | -17.0532 | -16.7996 | -16.4702 |
| 4.0358 | -17.2417 | -17.0601 | -16.8071 | -16.4772 |
|  4.054 | -17.2478 | -17.0668 | -16.8143 | -16.4838 |
| 4.0724 | -17.2539 | -17.0735 | -16.8215 | -16.4904 |
| 4.0908 | -17.2602 | -17.0805 | -16.8291 | -16.4973 |
| 4.1093 | -17.2666 | -17.0875 | -16.8368 | -16.5044 |
| 4.1279 | -17.2728 | -17.0943 | -16.8441 | -16.5112 |
| 4.1466 | -17.2789 |  -17.101 | -16.8513 | -16.5178 |
| 4.1653 | -17.2851 | -17.1078 | -16.8587 | -16.5246 |
| 4.1842 | -17.2915 | -17.1148 | -16.8664 | -16.5315 |
| 4.2031 |  -17.298 | -17.1219 | -16.8741 | -16.5386 |
| 4.2221 | -17.3042 | -17.1288 | -16.8818 | -16.5459 |
| 4.2412 | -17.3102 | -17.1355 |  -16.889 | -16.5526 |
| 4.2604 | -17.3161 |  -17.142 |  -16.896 | -16.5591 |
| 4.2797 | -17.3221 | -17.1488 | -16.9033 | -16.5658 |
| 4.2991 | -17.3285 | -17.1558 | -16.9113 | -16.5732 |
| 4.3185 | -17.3347 | -17.1627 | -16.9188 |   -16.58 |
| 4.3381 | -17.3408 | -17.1695 | -16.9261 | -16.5867 |
| 4.3577 | -17.3468 | -17.1762 | -16.9334 | -16.5934 |
| 4.3774 | -17.3529 |  -17.183 | -16.9408 | -16.6002 |
| 4.3972 | -17.3592 | -17.1899 | -16.9484 | -16.6072 |
| 4.4171 | -17.3655 |  -17.197 | -16.9563 | -16.6146 |
| 4.4371 | -17.3717 | -17.2038 | -16.9637 | -16.6215 |
| 4.4572 | -17.3776 | -17.2104 | -16.9709 | -16.6282 |
| 4.4773 | -17.3835 |  -17.217 |  -16.978 | -16.6348 |
| 4.4976 | -17.3895 | -17.2237 | -16.9854 | -16.6415 |
| 4.5179 | -17.3958 | -17.2308 | -16.9934 | -16.6489 |
| 4.5384 | -17.4018 | -17.2375 | -17.0008 | -16.6557 |
| 4.5589 | -17.4077 | -17.2442 | -17.0079 | -16.6624 |
| 4.5795 | -17.4135 | -17.2507 | -17.0151 |  -16.669 |
| 4.6003 | -17.4194 | -17.2575 | -17.0225 | -16.6758 |
| 4.6211 | -17.4255 | -17.2643 | -17.0301 | -16.6827 |
|  4.642 | -17.4318 | -17.2713 | -17.0377 | -16.6898 |
|  4.663 |  -17.438 | -17.2783 | -17.0457 | -16.6973 |
| 4.6841 | -17.4439 | -17.2849 | -17.0528 | -16.7039 |
| 4.7053 | -17.4495 | -17.2913 | -17.0598 | -16.7104 |
| 4.7266 | -17.4551 | -17.2977 | -17.0667 | -16.7169 |
|  4.748 | -17.4609 | -17.3043 |  -17.074 | -16.7236 |
| 4.7694 |  -17.467 | -17.3112 | -17.0817 | -16.7307 |
|  4.791 |  -17.473 | -17.3181 | -17.0894 | -16.7378 |
| 4.8127 | -17.4787 | -17.3246 | -17.0966 | -16.7444 |
| 4.8345 | -17.4844 | -17.3311 | -17.1037 | -16.7511 |
| 4.8563 | -17.4901 | -17.3377 | -17.1109 | -16.7578 |
| 4.8783 |  -17.496 | -17.3445 | -17.1184 | -16.7647 |
| 4.9004 | -17.5021 | -17.3513 | -17.1259 | -16.7717 |
| 4.9226 | -17.5081 | -17.3582 | -17.1335 | -16.7787 |
| 4.9448 | -17.5141 |  -17.365 | -17.1413 |  -16.786 |
| 4.9672 | -17.5197 | -17.3714 | -17.1483 | -16.7926 |
| 4.9897 | -17.5251 | -17.3777 | -17.1551 |  -16.799 |
| 5.0123 | -17.5306 | -17.3841 | -17.1621 | -16.8056 |
| 5.0349 | -17.5363 | -17.3907 | -17.1694 | -16.8123 |
| 5.0577 | -17.5423 | -17.3976 | -17.1773 | -16.8196 |
| 5.0806 |  -17.548 | -17.4042 | -17.1846 | -16.8263 |
| 5.1036 | -17.5535 | -17.4106 | -17.1916 | -16.8329 |
| 5.1267 |  -17.559 |  -17.417 | -17.1986 | -16.8395 |
| 5.1499 | -17.5647 | -17.4235 | -17.2058 | -16.8463 |
| 5.1732 | -17.5705 | -17.4302 | -17.2133 | -16.8533 |
| 5.1966 | -17.5764 | -17.4371 | -17.2209 | -16.8604 |
| 5.2201 | -17.5822 | -17.4438 | -17.2286 | -16.8676 |
| 5.2437 | -17.5876 | -17.4501 | -17.2355 | -16.8741 |
| 5.2674 | -17.5928 | -17.4562 | -17.2422 | -16.8804 |
| 5.2913 |  -17.598 | -17.4624 |  -17.249 | -16.8869 |
| 5.3152 | -17.6034 | -17.4689 | -17.2562 | -16.8936 |
| 5.3393 | -17.6091 | -17.4756 | -17.2639 | -16.9007 |
| 5.3634 | -17.6146 |  -17.482 |  -17.271 | -16.9074 |
| 5.3877 |   -17.62 | -17.4884 |  -17.278 |  -16.914 |
| 5.4121 | -17.6254 | -17.4948 | -17.2852 | -16.9207 |
| 5.4365 | -17.6311 | -17.5013 | -17.2925 | -16.9276 |
| 5.4611 | -17.6368 |  -17.508 |    -17.3 | -16.9346 |
| 5.4859 | -17.6426 | -17.5149 | -17.3078 |  -16.942 |
| 5.5107 | -17.6479 | -17.5211 | -17.3147 | -16.9486 |
| 5.5356 | -17.6529 | -17.5272 | -17.3213 | -16.9549 |
| 5.5607 | -17.6579 | -17.5332 |  -17.328 | -16.9612 |
| 5.5858 | -17.6631 | -17.5395 | -17.3351 | -16.9679 |
| 5.6111 | -17.6687 | -17.5461 | -17.3426 | -16.9749 |
| 5.6365 |  -17.674 | -17.5524 | -17.3497 | -16.9815 |
|  5.662 | -17.6791 | -17.5586 | -17.3565 | -16.9881 |
| 5.6876 | -17.6843 | -17.5648 | -17.3634 | -16.9947 |
| 5.7133 | -17.6898 | -17.5713 | -17.3707 | -17.0016 |
| 5.7392 | -17.6954 |  -17.578 | -17.3784 | -17.0088 |
| 5.7652 | -17.7008 | -17.5845 | -17.3858 | -17.0157 |
| 5.7912 | -17.7058 | -17.5905 | -17.3925 | -17.0222 |
| 5.8174 | -17.7106 | -17.5963 | -17.3988 | -17.0284 |
| 5.8438 | -17.7154 | -17.6023 | -17.4055 | -17.0347 |
| 5.8702 | -17.7205 | -17.6087 | -17.4129 | -17.0416 |
| 5.8968 | -17.7257 | -17.6149 |   -17.42 | -17.0483 |
| 5.9234 | -17.7308 | -17.6211 | -17.4268 | -17.0549 |
| 5.9502 | -17.7357 | -17.6272 | -17.4336 | -17.0615 |
| 5.9772 | -17.7408 | -17.6334 | -17.4406 | -17.0682 |
| 6.0042 | -17.7462 | -17.6398 | -17.4479 | -17.0751 |
| 6.0314 | -17.7515 | -17.6464 | -17.4555 | -17.0822 |
| 6.0587 | -17.7565 | -17.6525 | -17.4623 | -17.0888 |
| 6.0861 | -17.7612 | -17.6583 | -17.4688 | -17.0951 |
| 6.1136 | -17.7657 |  -17.664 | -17.4751 | -17.1013 |
| 6.1413 | -17.7707 | -17.6702 | -17.4822 |  -17.108 |
| 6.1691 | -17.7757 | -17.6764 | -17.4893 | -17.1148 |
|  6.197 | -17.7808 | -17.6825 | -17.4962 | -17.1214 |
|  6.225 | -17.7855 | -17.6885 | -17.5029 |  -17.128 |
| 6.2532 | -17.7902 | -17.6944 | -17.5097 | -17.1345 |
| 6.2815 | -17.7952 | -17.7005 | -17.5167 | -17.1412 |
| 6.3099 | -17.8003 |  -17.707 | -17.5244 | -17.1485 |
| 6.3384 | -17.8053 | -17.7131 | -17.5312 | -17.1551 |
| 6.3671 |   -17.81 | -17.7189 | -17.5377 | -17.1615 |
| 6.3959 | -17.8144 | -17.7245 |  -17.544 | -17.1677 |
| 6.4249 | -17.8189 | -17.7304 | -17.5507 | -17.1742 |
| 6.4539 | -17.8236 | -17.7364 | -17.5577 | -17.1809 |
| 6.4831 | -17.8284 | -17.7424 | -17.5646 | -17.1875 |
| 6.5125 |  -17.833 | -17.7482 | -17.5713 | -17.1941 |
| 6.5419 | -17.8375 |  -17.754 | -17.5779 | -17.2006 |
| 6.5715 | -17.8421 | -17.7599 | -17.5848 | -17.2073 |
| 6.6013 |  -17.847 | -17.7662 | -17.5922 | -17.2144 |
| 6.6311 | -17.8518 | -17.7724 | -17.5993 | -17.2212 |
| 6.6611 | -17.8565 | -17.7782 | -17.6059 | -17.2277 |
| 6.6913 | -17.8608 | -17.7838 | -17.6121 |  -17.234 |
| 6.7216 | -17.8649 | -17.7893 | -17.6184 | -17.2402 |
|  6.752 | -17.8693 | -17.7952 | -17.6254 | -17.2469 |
| 6.7825 | -17.8739 |  -17.801 | -17.6322 | -17.2535 |
| 6.8132 | -17.8784 | -17.8069 |  -17.639 | -17.2601 |
|  6.844 | -17.8827 | -17.8126 | -17.6455 | -17.2667 |
|  6.875 |  -17.887 | -17.8183 | -17.6522 | -17.2733 |
| 6.9061 | -17.8916 | -17.8244 | -17.6595 | -17.2803 |
| 6.9374 | -17.8963 | -17.8304 | -17.6666 | -17.2872 |
| 6.9687 | -17.9009 | -17.8362 | -17.6731 | -17.2937 |
| 7.0003 | -17.9051 | -17.8417 | -17.6793 | -17.2999 |
| 7.0319 | -17.9089 | -17.8472 | -17.6857 | -17.3062 |
| 7.0638 |  -17.913 | -17.8527 | -17.6922 | -17.3126 |
| 7.0957 | -17.9172 | -17.8584 | -17.6988 | -17.3192 |
| 7.1278 | -17.9214 |  -17.864 | -17.7054 | -17.3257 |
| 7.1601 | -17.9254 | -17.8695 | -17.7119 | -17.3322 |
| 7.1925 | -17.9296 | -17.8751 | -17.7186 | -17.3389 |
|  7.225 |  -17.934 | -17.8812 | -17.7259 | -17.3459 |
| 7.2577 | -17.9384 | -17.8869 | -17.7325 | -17.3525 |
| 7.2905 | -17.9425 | -17.8924 | -17.7388 | -17.3588 |
| 7.3235 | -17.9462 | -17.8976 | -17.7448 | -17.3649 |
| 7.3567 | -17.9498 |  -17.903 | -17.7513 | -17.3713 |
|   7.39 | -17.9538 | -17.9084 | -17.7577 | -17.3778 |
| 7.4234 | -17.9578 |  -17.914 | -17.7643 | -17.3843 |
|  7.457 | -17.9616 | -17.9194 | -17.7708 | -17.3909 |
| 7.4907 | -17.9655 | -17.9248 | -17.7773 | -17.3975 |
| 7.5246 | -17.9695 | -17.9307 | -17.7845 | -17.4044 |
| 7.5587 | -17.9737 | -17.9362 | -17.7911 |  -17.411 |
| 7.5929 | -17.9778 | -17.9417 | -17.7974 | -17.4174 |
| 7.6272 | -17.9813 | -17.9469 | -17.8034 | -17.4235 |
| 7.6617 | -17.9846 |  -17.952 | -17.8094 | -17.4297 |
| 7.6964 | -17.9882 | -17.9571 | -17.8157 |  -17.436 |
| 7.7312 | -17.9919 | -17.9624 | -17.8222 | -17.4426 |
| 7.7662 | -17.9956 | -17.9678 | -17.8288 | -17.4493 |
| 7.8013 | -17.9993 | -17.9734 | -17.8357 | -17.4561 |
| 7.8366 | -18.0034 | -17.9789 | -17.8423 | -17.4627 |
| 7.8721 | -18.0073 | -17.9843 | -17.8486 | -17.4692 |
| 7.9077 | -18.0106 | -17.9895 | -17.8547 | -17.4754 |
| 7.9435 | -18.0138 | -17.9943 | -17.8605 | -17.4814 |
| 7.9794 | -18.0171 | -17.9994 | -17.8668 | -17.4878 |
| 8.0155 | -18.0205 | -18.0046 | -17.8733 | -17.4943 |
| 8.0518 | -18.0241 | -18.0098 | -17.8796 | -17.5008 |
| 8.0882 | -18.0276 | -18.0151 |  -17.886 | -17.5072 |
| 8.1248 | -18.0308 |   -18.02 |  -17.892 | -17.5134 |
| 8.1616 | -18.0338 | -18.0251 | -17.8983 | -17.5199 |
| 8.1985 | -18.0372 |   -18.03 | -17.9046 | -17.5264 |
| 8.2356 | -18.0407 | -18.0354 | -17.9112 |  -17.533 |
| 8.2729 | -18.0441 | -18.0404 | -17.9173 | -17.5393 |
| 8.3103 |  -18.047 | -18.0453 | -17.9233 | -17.5455 |
| 8.3479 |   -18.05 |   -18.05 | -17.9293 | -17.5518 |
| 8.3857 | -18.0533 |  -18.055 | -17.9356 | -17.5582 |
| 8.4236 | -18.0565 | -18.0601 | -17.9419 | -17.5646 |
| 8.4617 | -18.0594 | -18.0649 | -17.9478 | -17.5708 |
|    8.5 | -18.0622 | -18.0696 | -17.9538 | -17.5771 |
| 8.5385 | -18.0652 | -18.0744 | -17.9599 | -17.5834 |
| 8.5771 | -18.0682 | -18.0794 | -17.9661 | -17.5898 |
| 8.6159 |  -18.071 |  -18.084 |  -17.972 |  -17.596 |
| 8.6549 | -18.0735 | -18.0887 |  -17.978 | -17.6022 |
| 8.6941 | -18.0763 | -18.0933 | -17.9839 | -17.6084 |
| 8.7334 | -18.0794 | -18.0983 | -17.9903 |  -17.615 |
| 8.7729 | -18.0818 | -18.1031 | -17.9967 | -17.6217 |
| 8.8126 | -18.0845 | -18.1074 | -18.0027 | -17.6281 |
| 8.8525 | -18.0878 | -18.1128 | -18.0098 | -17.6352 |
| 8.8925 | -18.0907 | -18.1175 | -18.0163 |  -17.642 |
| 8.9328 |  -18.093 | -18.1214 | -18.0222 | -17.6481 |
| 8.9732 | -18.0967 | -18.1266 | -18.0287 | -17.6547 |
| 9.0138 | -18.1003 | -18.1318 | -18.0347 | -17.6609 |
| 9.0546 |  -18.103 | -18.1362 | -18.0396 | -17.6662 |
| 9.0955 | -18.1048 |   -18.14 | -18.0442 | -17.6712 |
| 9.1367 | -18.1064 | -18.1437 | -18.0489 | -17.6764 |
|  9.178 | -18.1077 | -18.1476 |  -18.054 | -17.6819 |
| 9.2196 | -18.1091 | -18.1513 | -18.0593 | -17.6876 |
| 9.2613 | -18.1108 | -18.1552 | -18.0646 | -17.6934 |
| 9.3032 | -18.1128 | -18.1593 | -18.0702 | -17.6993 |
| 9.3453 | -18.1144 | -18.1636 | -18.0759 | -17.7054 |
| 9.3875 | -18.1163 | -18.1676 | -18.0814 | -17.7113 |
|   9.43 | -18.1181 | -18.1716 | -18.0869 | -17.7173 |
| 9.4727 | -18.1199 | -18.1756 | -18.0925 | -17.7234 |
| 9.5155 | -18.1214 | -18.1799 | -18.0984 | -17.7296 |
| 9.5586 | -18.1233 | -18.1839 | -18.1041 | -17.7358 |
| 9.6018 | -18.1254 | -18.1881 | -18.1098 |  -17.742 |
| 9.6453 | -18.1274 | -18.1922 | -18.1154 | -17.7481 |
| 9.6889 | -18.1288 | -18.1964 | -18.1212 | -17.7543 |
| 9.7328 | -18.1305 | -18.2002 | -18.1266 | -17.7603 |
| 9.7768 | -18.1321 | -18.2041 | -18.1322 | -17.7664 |
|  9.821 | -18.1338 |  -18.208 | -18.1379 | -17.7726 |
| 9.8655 | -18.1353 | -18.2119 | -18.1435 | -17.7788 |
| 9.9101 | -18.1366 | -18.2159 | -18.1493 |  -17.785 |
|  9.955 | -18.1384 | -18.2198 | -18.1549 | -17.7912 |
|   10.0 | -18.1402 | -18.2238 | -18.1605 | -17.7973 |
